,IDCliente,Genero,Aposentado,Casado,Dependentes,MesesComoCliente,ServicoTelefone,MultiplasLinhas,ServicoInternet,ServicoSegurancaOnline,ServicoBackupOnline,ProtecaoEquipamento,ServicoSuporteTecnico,ServicoStreamingTV,ServicoFilmes,TipoContrato,FaturaDigital,FormaPagamento,ValorMensal,TotalGasto,Churn,Codigo
1209,8268-YDIXR,Masculino,0,Sim,Nao,56,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Nao,Nao,Anual,Sim,BoletoEletronico,93.15,5253.95,Nao,
2688,1569-TTNYJ,Masculino,0,Sim,Nao,5,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,78.75,412.1,Sim,
3885,4090-KPJIP,Feminino,0,Nao,Nao,3,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,74.95,212.4,Nao,
2937,5312-IRCFR,Feminino,0,Sim,Sim,64,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Nao,Sim,Anual,Sim,BoletoEletronico,92.85,5980.75,Nao,
3071,9224-VTYID,Masculino,0,Sim,Sim,47,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,BoletoImpresso,90.5,4318.35,Nao,
4605,3796-ENZGF,Masculino,0,Sim,Nao,63,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Nao,Sim,2 anos,Nao,BoletoImpresso,67.25,4234.15,Nao,
1128,0098-BOWSO,Masculino,0,Nao,Nao,27,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoEletronico,19.4,529.8,Nao,
2890,1732-VHUBQ,Feminino,1,Sim,Sim,47,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,70.55,3309.25,Sim,
4479,5075-JSDKI,Feminino,0,Nao,Nao,59,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoEletronico,24.45,1493.1,Nao,
1593,0620-XEFWH,Masculino,0,Sim,Sim,4,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,18.85,84.2,Nao,
2603,0164-APGRB,Feminino,0,Nao,Nao,72,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,114.9,8496.7,Nao,
3607,9987-LUTYD,Feminino,0,Nao,Nao,13,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Anual,Nao,BoletoImpresso,55.15,742.9,Nao,
57,5067-XJQFU,Masculino,1,Sim,Sim,66,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,Anual,Sim,BoletoEletronico,108.45,7076.35,Nao,
1699,6223-DHJGV,Feminino,0,Nao,Nao,42,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,BoletoImpresso,20.65,958.1,Nao,
1322,0114-RSRRW,Feminino,0,Sim,Nao,10,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,DebitoAutomatico,19.95,187.75,Nao,
176,2656-FMOKZ,Feminino,1,Nao,Nao,15,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,74.45,1145.7,Sim,
3182,6568-POCUI,Feminino,0,Sim,Nao,45,Sim,Nao,Fibra,Nao,Nao,Nao,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,95.2,4285.8,Nao,
6116,7445-WMRBW,Feminino,0,Nao,Nao,48,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Nao,Anual,Sim,DebitoAutomatico,73.85,3581.4,Nao,
2995,2209-XADXF,Feminino,0,Nao,Nao,1,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,25.25,25.25,Nao,
6997,2523-EWWZL,Feminino,0,Sim,Nao,27,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,76.1,2093.4,Nao,
6155,4903-UYAVB,Masculino,0,Sim,Nao,5,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.35,126.05,Sim,
292,2294-SALNE,Masculino,0,Sim,Sim,23,Sim,Nao,Fibra,Nao,Sim,Sim,Sim,Nao,Nao,Anual,Nao,BoletoImpresso,86.8,1940.8,Nao,
1142,2460-NGXBJ,Masculino,1,Sim,Sim,11,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,75.2,775.3,Nao,
2328,4238-JSSWH,Feminino,1,Sim,Nao,35,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Nao,DebitoAutomatico,102.05,3452.55,Nao,
3728,6352-GIGGQ,Masculino,0,Nao,Nao,67,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,DebitoAutomatico,88.8,5903.15,Nao,
183,5524-KHNJP,Masculino,0,Sim,Sim,33,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Sim,Sim,Anual,Nao,CartaoCredito,74.75,2453.3,Nao,
1170,9127-FHJBZ,Masculino,0,Sim,Sim,72,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,114.0,8093.15,Nao,
4838,1360-XFJMR,Feminino,0,Sim,Nao,67,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,Anual,Sim,CartaoCredito,109.7,7344.45,Nao,
5649,6147-CBCRA,Feminino,0,Sim,Nao,33,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.05,669.45,Nao,
5332,4565-EVZMJ,Feminino,0,Nao,Nao,47,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Anual,Sim,BoletoImpresso,58.9,2813.05,Nao,
5931,0011-IGKFF,Masculino,1,Sim,Nao,13,Sim,Nao,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,98.0,1237.85,Sim,
5737,7989-VCQOH,Masculino,0,Sim,Sim,18,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Mensal,Nao,BoletoEletronico,83.25,1611.15,Nao,
3523,0378-CJKPV,Feminino,0,Sim,Nao,72,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,112.1,7965.95,Nao,
1086,8999-BOHSE,Feminino,1,Nao,Nao,11,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Nao,DebitoAutomatico,89.7,1047.7,Sim,
2781,5533-NHFRF,Masculino,1,Nao,Nao,7,Nao,SemTelefone,DSL,Nao,Sim,Nao,Sim,Nao,Sim,Mensal,Sim,BoletoEletronico,44.4,265.8,Nao,
4112,6627-CFOSN,Feminino,0,Nao,Nao,59,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Nao,Sim,Mensal,Sim,DebitoAutomatico,99.45,5623.7,Nao,
1172,1641-RQDAY,Feminino,1,Sim,Sim,32,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,100.4,3217.65,Nao,
2470,2143-LJULT,Feminino,0,Sim,Nao,67,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,CartaoCredito,25.25,1733.15,Nao,
3661,1142-IHLOO,Feminino,0,Nao,Nao,51,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Anual,Nao,CartaoCredito,87.55,4475.9,Nao,
2166,2931-VUVJN,Feminino,1,Sim,Nao,59,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Nao,Nao,Anual,Sim,BoletoEletronico,94.05,5483.9,Nao,
5761,1116-FRYVH,Feminino,0,Sim,Sim,48,Nao,SemTelefone,DSL,Sim,Sim,Nao,Sim,Nao,Nao,2 anos,Nao,BoletoImpresso,39.4,1978.65,Nao,
2133,8051-HJRLT,Feminino,1,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,70.55,70.55,Sim,
7005,9347-AERRL,Masculino,0,Sim,Nao,23,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,CartaoCredito,19.3,486.2,Nao,
4458,2037-SGXHH,Masculino,0,Sim,Sim,38,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,94.65,3624.3,Sim,
4731,8748-HFWBO,Masculino,0,Sim,Sim,19,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.9,357.7,Nao,
2589,7576-OYWBN,Masculino,1,Nao,Nao,3,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,76.05,231.8,Sim,
4050,2675-DHUTR,Masculino,1,Sim,Nao,58,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,98.9,5780.7,Nao,
2183,6844-DZKRF,Masculino,0,Nao,Nao,2,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,CartaoCredito,50.2,109.25,Nao,
3114,0867-LDTTC,Masculino,0,Nao,Nao,5,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Sim,Sim,Mensal,Nao,DebitoAutomatico,75.15,392.65,Nao,
1956,0019-EFAEP,Feminino,0,Nao,Nao,72,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Sim,Nao,2 anos,Sim,DebitoAutomatico,101.3,7261.25,Nao,
613,6689-VRRTK,Feminino,1,Nao,Nao,44,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Sim,Sim,Anual,Sim,CartaoCredito,109.8,4860.35,Nao,
3528,2332-EFBJY,Masculino,0,Nao,Nao,16,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,19.7,342.4,Sim,
2944,5311-IHLEI,Masculino,0,Nao,Nao,12,Nao,SemTelefone,DSL,Sim,Sim,Nao,Sim,Sim,Nao,Mensal,Sim,DebitoAutomatico,50.95,605.75,Nao,
6878,2990-HWIML,Feminino,0,Nao,Nao,6,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,89.5,573.3,Sim,
3734,7134-HBPBS,Feminino,1,Nao,Nao,72,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,108.1,7774.05,Nao,
1430,6510-UPNKS,Feminino,0,Nao,Nao,23,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,CartaoCredito,24.8,615.35,Nao,
4815,9565-JSNFM,Masculino,0,Nao,Nao,38,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Anual,Sim,DebitoAutomatico,70.45,2597.6,Sim,
1876,3946-JEWRQ,Masculino,0,Sim,Nao,47,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Anual,Sim,CartaoCredito,95.2,4563,Nao,
1748,8540-ZQGEA,Feminino,0,Sim,Nao,54,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,20.05,1102.4,Nao,
6347,7718-RXDGG,Masculino,0,Sim,Nao,15,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,68.6,1108.6,Nao,
505,5609-CEBID,Feminino,1,Nao,Nao,20,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,94.1,1782.4,Sim,
415,7916-VCCPB,Feminino,0,Sim,Sim,16,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,73.25,1195.75,Nao,
6924,6457-GIRWB,Masculino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,69.35,69.35,Sim,
272,6366-ZGQGL,Masculino,0,Nao,Nao,1,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,24.8,24.8,Sim,
2942,5310-NOOVA,Masculino,0,Nao,Nao,46,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoEletronico,19.95,907.05,Nao,
1706,0727-BNRLG,Masculino,0,Nao,Nao,69,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Nao,2 anos,Sim,CartaoCredito,97.65,6743.55,Nao,
5901,6172-FECYY,Masculino,0,Sim,Sim,49,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Nao,BoletoEletronico,84.5,4254.85,Sim,
4557,5944-UGLLK,Masculino,0,Nao,Nao,53,Nao,SemTelefone,DSL,Nao,Nao,Sim,Sim,Sim,Sim,Anual,Nao,CartaoCredito,54.9,3045.75,Nao,
2807,1015-JPFYW,Masculino,0,Nao,Sim,7,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.45,136.75,Nao,
6142,3982-XWFZQ,Feminino,0,Sim,Nao,42,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,50.25,2203.65,Sim,
5887,4316-XCSLJ,Masculino,0,Nao,Sim,17,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,50.3,846.8,Nao,
2441,9050-IKDZA,Feminino,1,Nao,Nao,2,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Nao,BoletoImpresso,81.5,162.55,Nao,
106,6728-DKUCO,Feminino,0,Sim,Sim,72,Sim,Sim,Fibra,Sim,Sim,Nao,Nao,Sim,Sim,Anual,Sim,BoletoEletronico,104.15,7303.05,Nao,
1344,0536-BGFMZ,Feminino,0,Sim,Nao,28,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.5,563.05,Nao,
6811,8992-JQYUN,Masculino,0,Sim,Nao,1,Nao,SemTelefone,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,50.35,50.35,Sim,
4651,3540-RZJYU,Feminino,0,Nao,Nao,15,Sim,Nao,Fibra,Sim,Nao,Nao,Nao,Sim,Nao,Mensal,Nao,BoletoEletronico,86.2,1270.2,Sim,
6722,5481-NTDOH,Feminino,1,Sim,Nao,67,Sim,Sim,Fibra,Sim,Nao,Sim,Nao,Sim,Sim,Anual,Sim,CartaoCredito,107.05,7142.5,Nao,
3349,0897-FEGMU,Feminino,0,Sim,Nao,11,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,99.5,1056.95,Sim,
2182,2530-FMFXO,Masculino,0,Sim,Sim,56,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,103.2,5873.75,Nao,
952,8467-WYNSR,Masculino,0,Nao,Nao,22,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Mensal,Nao,BoletoImpresso,55.1,1253.15,Nao,
5833,4976-LNFVV,Masculino,1,Sim,Nao,19,Nao,SemTelefone,DSL,Nao,Sim,Sim,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,34.3,577.15,Nao,
2586,1051-EQPZR,Feminino,0,Sim,Sim,44,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.6,780.25,Nao,
2417,4307-KWMXE,Masculino,0,Nao,Nao,10,Nao,SemTelefone,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Mensal,Nao,BoletoEletronico,35.75,389.8,Nao,
1504,1769-GRUIK,Feminino,0,Nao,Nao,18,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,71.1,1247.75,Nao,
4927,4774-HHGGS,Masculino,0,Sim,Nao,30,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,19.05,637.55,Nao,
7003,4501-VCPFK,Masculino,0,Nao,Nao,26,Nao,SemTelefone,DSL,Nao,Nao,Sim,Sim,Nao,Nao,Mensal,Nao,BoletoEletronico,35.75,1022.5,Nao,
3849,5089-IFSDP,Feminino,0,Sim,Nao,58,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Sim,Sim,2 anos,Sim,DebitoAutomatico,109.45,6144.55,Sim,
6080,9526-BIHHD,Masculino,0,Nao,Nao,1,Nao,SemTelefone,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,29.7,29.7,Sim,
4812,5174-RNGBH,Feminino,0,Nao,Nao,9,Sim,Nao,DSL,Nao,Sim,Nao,Sim,Sim,Nao,Mensal,Nao,BoletoImpresso,66.25,620.55,Sim,
1121,3696-XRIEN,Feminino,0,Nao,Nao,50,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Anual,Sim,CartaoCredito,82.5,4179.1,Nao,
3819,6174-NRBTZ,Masculino,0,Nao,Nao,46,Nao,SemTelefone,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Anual,Sim,DebitoAutomatico,30.75,1489.3,Nao,
5447,8660-BUETV,Feminino,0,Nao,Nao,3,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,44.75,148.05,Nao,
6782,1596-OQSPS,Feminino,0,Nao,Nao,11,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,51.1,531.15,Nao,
1024,7147-AYBAA,Masculino,0,Nao,Nao,37,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,70.35,2552.9,Nao,
5696,0156-FVPTA,Masculino,0,Sim,Nao,22,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,BoletoEletronico,54.2,1152.7,Sim,
4483,3873-WOSBC,Masculino,0,Sim,Nao,67,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,25.6,1784.9,Nao,
5506,8048-DSDFQ,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.2,20.2,Nao,
4252,5939-XAIXZ,Feminino,0,Nao,Nao,19,Sim,Sim,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,56.1,1033.9,Nao,
2795,0709-TVGUR,Feminino,1,Nao,Nao,9,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,74.55,622.9,Sim,
416,4686-GEFRM,Masculino,0,Sim,Nao,70,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Nao,Sim,2 anos,Sim,DebitoAutomatico,98.7,6858.9,Nao,
2827,1845-ZLLIG,Masculino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,50.15,50.15,Nao,
4828,8350-NYMVI,Feminino,0,Nao,Nao,39,Nao,SemTelefone,DSL,Nao,Sim,Sim,Sim,Nao,Nao,Mensal,Nao,DebitoAutomatico,41.1,1597.05,Nao,
2629,5028-GZLDO,Masculino,0,Nao,Nao,2,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,CartaoCredito,70.7,140.7,Sim,
3341,1125-SNVCK,Feminino,1,Nao,Nao,49,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,43.8,2106.05,Nao,
564,7319-VENRZ,Masculino,0,Nao,Nao,7,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Sim,Nao,Mensal,Nao,DebitoAutomatico,64.3,445.95,Nao,
1224,3165-HDOEW,Masculino,0,Sim,Sim,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,45.85,45.85,Sim,
142,1095-WGNGG,Feminino,0,Sim,Nao,61,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Sim,2 anos,Sim,DebitoAutomatico,101.05,5971.25,Nao,
3942,6959-UWKHF,Masculino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,42.9,42.9,Sim,
2271,0093-EXYQL,Feminino,1,Nao,Nao,40,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,91.55,3673.6,Nao,
2531,3612-YVGSJ,Feminino,0,Sim,Nao,71,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,CartaoCredito,24.45,1681.6,Nao,
2004,8565-CLBZW,Masculino,0,Nao,Nao,24,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Nao,Mensal,Sim,BoletoImpresso,89.85,2165.05,Sim,
1194,8967-SZQAS,Feminino,0,Nao,Nao,14,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,50.45,765.45,Nao,
6965,7789-CRUVC,Feminino,1,Sim,Nao,61,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Nao,Nao,Mensal,Sim,CartaoCredito,94.2,5895.45,Nao,
1756,0134-XWXCE,Feminino,1,Nao,Nao,44,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Sim,Sim,Anual,Nao,DebitoAutomatico,74.85,3268.05,Nao,
497,0505-SPOOW,Feminino,0,Sim,Nao,70,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,19.8,1397.65,Nao,
3477,7801-KICAO,Feminino,0,Nao,Nao,18,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,74.15,1345.75,Nao,
6885,7603-USHJS,Masculino,0,Nao,Sim,12,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,73.75,871.4,Sim,
3315,9659-ZTWSM,Masculino,1,Sim,Nao,66,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,Anual,Sim,DebitoAutomatico,107.35,7051.95,Nao,
721,8434-VGEQQ,Masculino,0,Sim,Sim,61,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,20.55,1305.95,Nao,
5118,7621-VPNET,Feminino,0,Sim,Nao,42,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Nao,Nao,Mensal,Sim,CartaoCredito,85.9,3729.75,Nao,
3859,1732-FEKLD,Feminino,0,Nao,Nao,54,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Nao,Anual,Sim,DebitoAutomatico,94.75,5121.75,Nao,
1496,3195-TQDZX,Masculino,0,Nao,Nao,3,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoEletronico,20.25,61.45,Nao,
6637,1122-YJBCS,Masculino,0,Sim,Nao,69,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Anual,Sim,CartaoCredito,53.65,3804.4,Nao,
1520,6184-DYUOB,Feminino,0,Sim,Nao,3,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,19.6,55.25,Nao,
4482,6711-FLDFB,Feminino,0,Nao,Nao,7,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,74.9,541.15,Sim,
3770,5821-MMEIL,Feminino,0,Sim,Nao,57,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,19.9,1115.6,Nao,
3006,9685-WKZGT,Masculino,1,Nao,Nao,14,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,74.95,1036.75,Sim,
5891,4905-JEFDW,Masculino,0,Nao,Nao,11,Nao,SemTelefone,DSL,Nao,Nao,Sim,Nao,Sim,Nao,Anual,Sim,BoletoEletronico,41.6,470.6,Sim,
5673,6260-XLACS,Masculino,0,Nao,Nao,4,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.7,117.8,Nao,
108,8597-CWYHH,Masculino,0,Nao,Nao,43,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Anual,Nao,BoletoImpresso,94.35,3921.3,Nao,
1754,3658-QQJYD,Masculino,0,Nao,Nao,62,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Sim,Sim,Anual,Sim,CartaoCredito,74.3,4698.05,Nao,
6741,2180-DXNEG,Feminino,0,Nao,Nao,12,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,96.0,1062.1,Sim,
1351,7266-GSSJX,Masculino,0,Sim,Sim,11,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoEletronico,20.45,250.8,Nao,
6110,5438-QMDDL,Feminino,0,Sim,Nao,19,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoImpresso,59.8,1130.85,Nao,
4888,4393-RYCRE,Masculino,0,Nao,Nao,44,Sim,Nao,Fibra,Sim,Sim,Sim,Nao,Sim,Sim,Anual,Sim,BoletoEletronico,106.05,4510.8,Nao,
5708,7072-MBHEV,Feminino,1,Sim,Sim,11,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,78.1,864.85,Nao,
1973,9675-ICXCT,Masculino,0,Sim,Sim,72,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,80.8,5728.55,Nao,
336,6680-NENYN,Feminino,0,Nao,Nao,43,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,2 anos,Sim,BoletoEletronico,104.6,4759.85,Sim,
